chapter_title,chapter_file,section_title,knowledge_point,question_type
矩阵,ch09,第一节 矩阵的概念与运算,矩阵的线性运算（加法、数乘）；,
矩阵,ch09,第一节 矩阵的概念与运算,矩阵的乘法；,
矩阵,ch09,第一节 矩阵的概念与运算,矩阵的转置；,
矩阵,ch09,第一节 矩阵的概念与运算,方阵的幂；,
矩阵,ch09,第一节 矩阵的概念与运算,方阵的行列式,
矩阵,ch09,第一节 矩阵的概念与运算,,矩阵的线性运算与乘法运算；
矩阵,ch09,第一节 矩阵的概念与运算,,矩阵转置的性质应用；
矩阵,ch09,第一节 矩阵的概念与运算,,方阵幂的计算；
矩阵,ch09,第一节 矩阵的概念与运算,,方阵行列式的计算；
矩阵,ch09,第一节 矩阵的概念与运算,,矩阵乘法的特殊性应用（不交换性）；
矩阵,ch09,第一节 矩阵的概念与运算,,分块矩阵的运算；
矩阵,ch09,第一节 矩阵的概念与运算,,方阵幂的递推公式求解；
矩阵,ch09,第一节 矩阵的概念与运算,,伴随矩阵的运算性质应用；
矩阵,ch09,第一节 矩阵的概念与运算,,含参数矩阵的运算与讨论
矩阵,ch09,第二节 逆矩阵,逆矩阵的概念；,
矩阵,ch09,第二节 逆矩阵,逆矩阵的性质；,
矩阵,ch09,第二节 逆矩阵,逆矩阵的求法（伴随矩阵法、初等行变换法）；,
矩阵,ch09,第二节 逆矩阵,分块矩阵的逆矩阵,
矩阵,ch09,第二节 逆矩阵,,逆矩阵的存在性判断；
矩阵,ch09,第二节 逆矩阵,,逆矩阵的计算（伴随矩阵法、初等行变换法）；
矩阵,ch09,第二节 逆矩阵,,逆矩阵性质的应用；
矩阵,ch09,第二节 逆矩阵,,分块矩阵逆矩阵的求解；
矩阵,ch09,第二节 逆矩阵,,利用逆矩阵求解矩阵方程；
矩阵,ch09,第二节 逆矩阵,,逆矩阵与伴随矩阵的关系应用；
矩阵,ch09,第二节 逆矩阵,,含参数矩阵的可逆性讨论；
矩阵,ch09,第二节 逆矩阵,,逆矩阵的证明题（如证明AB可逆则A、B可逆）
矩阵,ch09,第三节 初等变换与初等矩阵,矩阵的初等变换；,
矩阵,ch09,第三节 初等变换与初等矩阵,初等矩阵的概念与性质；,
矩阵,ch09,第三节 初等变换与初等矩阵,矩阵的秩；,
矩阵,ch09,第三节 初等变换与初等矩阵,矩阵的初等变换；,
矩阵,ch09,第三节 初等变换与初等矩阵,初等矩阵的概念与性质；,
矩阵,ch09,第三节 初等变换与初等矩阵,矩阵的秩；,
矩阵,ch09,第三节 初等变换与初等矩阵,等价矩阵；,
矩阵,ch09,第三节 初等变换与初等矩阵,矩阵的秩与初等变换的关系,
矩阵,ch09,第三节 初等变换与初等矩阵,,矩阵的初等变换；
矩阵,ch09,第三节 初等变换与初等矩阵,,初等矩阵与初等变换的关系；
矩阵,ch09,第三节 初等变换与初等矩阵,,矩阵秩的计算与判断；
矩阵,ch09,第三节 初等变换与初等矩阵,,等价矩阵的判断与应用；
矩阵,ch09,第三节 初等变换与初等矩阵,,利用初等变换求逆矩阵或解矩阵方程；
矩阵,ch09,第三节 初等变换与初等矩阵,,初等矩阵的乘积运算；
矩阵,ch09,第三节 初等变换与初等矩阵,,矩阵秩的不等式应用；
矩阵,ch09,第三节 初等变换与初等矩阵,,含参数矩阵的秩的讨论；
矩阵,ch09,第三节 初等变换与初等矩阵,,等价标准形的应用；
矩阵,ch09,第三节 初等变换与初等矩阵,,矩阵秩与初等变换关系的综合应用
向量,ch10,第一节 向量的概念与线性运算,向量的概念；,
向量,ch10,第一节 向量的概念与线性运算,向量的线性运算；,
向量,ch10,第一节 向量的概念与线性运算,向量的线性组合与线性表示,
向量,ch10,第一节 向量的概念与线性运算,,向量的线性运算；
向量,ch10,第一节 向量的概念与线性运算,,向量的线性组合与线性表示判断；
向量,ch10,第一节 向量的概念与线性运算,,求解线性表示的系数；
向量,ch10,第一节 向量的概念与线性运算,,向量组的线性表示与矩阵秩的关系应用；
向量,ch10,第一节 向量的概念与线性运算,,含参数向量的线性表示讨论；
向量,ch10,第一节 向量的概念与线性运算,,多个向量线性表示的综合问题；
向量,ch10,第一节 向量的概念与线性运算,,向量线性表示的证明题
向量,ch10,第二节 向量组的线性相关性,向量组线性相关与线性无关的概念；,
向量,ch10,第二节 向量组的线性相关性,线性相关性的判定定理；,
向量,ch10,第二节 向量组的线性相关性,向量组的秩与极大线性无关组,
向量,ch10,第二节 向量组的线性相关性,,向量组线性相关性的判断；
向量,ch10,第二节 向量组的线性相关性,,向量组秩的计算与极大线性无关组的求解；
向量,ch10,第二节 向量组的线性相关性,,线性相关性判定定理的应用；
向量,ch10,第二节 向量组的线性相关性,,含参数向量组的线性相关性讨论；
向量,ch10,第二节 向量组的线性相关性,,向量组秩的不等式应用；
向量,ch10,第二节 向量组的线性相关性,,极大线性无关组的扩充与应用；
向量,ch10,第二节 向量组的线性相关性,,线性相关性的证明题（如证明线性无关向量组的变形仍无关）；
向量,ch10,第二节 向量组的线性相关性,,向量组等价与秩的关系应用
向量,ch10,第三节 向量空间,向量空间的概念；,
向量,ch10,第三节 向量空间,基、维数与坐标；,
向量,ch10,第三节 向量空间,基变换与坐标变换；,
向量,ch10,第三节 向量空间,规范正交基；,
向量,ch10,第三节 向量空间,向量的内积与正交性,
向量,ch10,第三节 向量空间,,向量空间基与维数的求解；
向量,ch10,第三节 向量空间,,向量在基下的坐标计算；
向量,ch10,第三节 向量空间,,基变换与坐标变换；
向量,ch10,第三节 向量空间,,规范正交基的构造（施密特正交化）；
向量,ch10,第三节 向量空间,,过渡矩阵的计算与应用；
向量,ch10,第三节 向量空间,,子空间的基与维数求解；
向量,ch10,第三节 向量空间,,施密特正交化的综合应用；
向量,ch10,第三节 向量空间,,向量空间同构的判断；
向量,ch10,第三节 向量空间,,向量内积的计算与正交性判断
线性方程组,ch11,第一节 线性方程组的基本概念,线性方程组的表示形式（矩阵形式、向量形式）；,
线性方程组,ch11,第一节 线性方程组的基本概念,线性方程组解的概念,
线性方程组,ch11,第一节 线性方程组的基本概念,,线性方程组的矩阵形式与向量形式转化；
线性方程组,ch11,第一节 线性方程组的基本概念,,线性方程组解的验证；
线性方程组,ch11,第一节 线性方程组的基本概念,,线性方程组与向量组线性表示的关系应用；
线性方程组,ch11,第一节 线性方程组的基本概念,,含参数线性方程组的表示形式转化；
线性方程组,ch11,第一节 线性方程组的基本概念,,齐次与非齐次线性方程组的表示形式关联
线性方程组,ch11,第二节 线性方程组的解的判定,齐次线性方程组有非零解的充要条件；,
线性方程组,ch11,第二节 线性方程组的解的判定,非齐次线性方程组有解的充要条件；,
线性方程组,ch11,第二节 线性方程组的解的判定,解的结构（基础解系、通解）,
线性方程组,ch11,第二节 线性方程组的解的判定,,齐次线性方程组有非零解的判断与基础解系求解；
线性方程组,ch11,第二节 线性方程组的解的判定,,非齐次线性方程组有解的判断与通解求解；
线性方程组,ch11,第二节 线性方程组的解的判定,,线性方程组解的存在性与向量组线性相关性的关系；
线性方程组,ch11,第二节 线性方程组的解的判定,,含参数线性方程组解的存在性讨论；
线性方程组,ch11,第二节 线性方程组的解的判定,,基础解系的性质应用（如证明基础解系线性无关）；
线性方程组,ch11,第二节 线性方程组的解的判定,,非齐次线性方程组解的结构应用（通解的构造）；
线性方程组,ch11,第二节 线性方程组的解的判定,,两个线性方程组同解或公共解的求解；
线性方程组,ch11,第二节 线性方程组的解的判定,,线性方程组解的空间维数计算
线性方程组,ch11,第三节 线性方程组的应用,含参数线性方程组的求解；,
线性方程组,ch11,第三节 线性方程组的应用,线性方程组解的几何意义（数一重点）,
线性方程组,ch11,第三节 线性方程组的应用,,含参数线性方程组的求解；
线性方程组,ch11,第三节 线性方程组的应用,,线性方程组解的几何意义应用；
线性方程组,ch11,第三节 线性方程组的应用,,含参数线性方程组解的情况分类讨论；
线性方程组,ch11,第三节 线性方程组的应用,,利用线性方程组求解向量线性表示问题；
线性方程组,ch11,第三节 线性方程组的应用,,线性方程组在几何中的应用（如求平面交点、直线位置关系）；
线性方程组,ch11,第三节 线性方程组的应用,,线性方程组解的应用证明题
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,特征值与特征向量的概念；,
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,特征值与特征向量的性质；,
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,特征方程与特征多项式,
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,,矩阵特征值与特征向量的求解；
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,,特征值与特征向量性质的应用；
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,,特征方程与特征多项式的求解；
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,,含参数矩阵的特征值与特征向量求解；
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,,抽象矩阵的特征值与特征向量求解；
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,,特征值与矩阵秩的关系应用；
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,,特征向量的线性无关性证明；
矩阵的特征值和特征向量,ch12,第一节 特征值与特征向量的概念与性质,,利用特征值判断矩阵可逆性
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,相似矩阵的概念与性质；,
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,矩阵可对角化的充要条件；,
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,实对称矩阵的特征值与特征向量的性质；,
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,实对称矩阵的对角化,
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,相似矩阵的判断与性质应用；
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,矩阵可对角化的判断与对角化过程；
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,实对称矩阵的对角化；
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,利用相似矩阵求方阵的幂；
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,含参数矩阵的可对角化判断；
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,相似矩阵与特征值的关系应用；
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,实对称矩阵特征向量的正交性应用；
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,矩阵对角化的应用（如求解线性微分方程组）；
矩阵的特征值和特征向量,ch12,第二节 相似矩阵与矩阵的对角化,,相似变换矩阵的求解
二次型,ch13,第一节 二次型的概念与标准形,二次型的概念；,
二次型,ch13,第一节 二次型的概念与标准形,二次型的矩阵表示；,
二次型,ch13,第一节 二次型的概念与标准形,合同矩阵的概念；,
二次型,ch13,第一节 二次型的概念与标准形,二次型的标准形与规范形；,
二次型,ch13,第一节 二次型的概念与标准形,化二次型为标准形的方法（配方法、正交变换法）,
二次型,ch13,第一节 二次型的概念与标准形,,二次型的矩阵表示；
二次型,ch13,第一节 二次型的概念与标准形,,合同矩阵的判断；
二次型,ch13,第一节 二次型的概念与标准形,,配方法化二次型为标准形；
二次型,ch13,第一节 二次型的概念与标准形,,正交变换法化二次型为标准形；
二次型,ch13,第一节 二次型的概念与标准形,,含参数二次型的标准形求解；
二次型,ch13,第一节 二次型的概念与标准形,,二次型的秩与标准形的关系应用；
二次型,ch13,第一节 二次型的概念与标准形,,合同变换矩阵的求解；
二次型,ch13,第一节 二次型的概念与标准形,,二次型的规范形求解；
二次型,ch13,第一节 二次型的概念与标准形,,正交变换法化二次型的综合应用（含几何意义）
二次型,ch13,第二节 正定二次型,正定二次型的概念；,
二次型,ch13,第二节 正定二次型,正定二次型的判定定理；,
二次型,ch13,第二节 正定二次型,正定矩阵的概念与判定,
二次型,ch13,第二节 正定二次型,,正定二次型的判定；
二次型,ch13,第二节 正定二次型,,正定矩阵的判定与性质应用；
二次型,ch13,第二节 正定二次型,,含参数二次型的正定性判断；
二次型,ch13,第二节 正定二次型,,正定矩阵的证明题；
二次型,ch13,第二节 正定二次型,,利用正定性证明不等式；
二次型,ch13,第二节 正定二次型,,正定二次型与实对称矩阵对角化的关系应用；
二次型,ch13,第二节 正定二次型,,二次型正定性的必要条件应用
随机事件和概率,ch14,第一节 随机事件及其运算,随机试验、样本空间、随机事件；,
随机事件和概率,ch14,第一节 随机事件及其运算,事件间的关系与运算；,
随机事件和概率,ch14,第一节 随机事件及其运算,事件的运算律,
随机事件和概率,ch14,第一节 随机事件及其运算,,事件间关系的判断与运算；
随机事件和概率,ch14,第一节 随机事件及其运算,,利用事件运算律化简事件表达式；
随机事件和概率,ch14,第一节 随机事件及其运算,,事件的互斥、对立关系应用；
随机事件和概率,ch14,第一节 随机事件及其运算,,复杂事件的表达式构造；
随机事件和概率,ch14,第一节 随机事件及其运算,,事件运算律的证明题
随机事件和概率,ch14,第二节 概率的定义与性质,概率的公理化定义；,
随机事件和概率,ch14,第二节 概率的定义与性质,概率的基本性质；,
随机事件和概率,ch14,第二节 概率的定义与性质,古典概型与几何概型；,
随机事件和概率,ch14,第二节 概率的定义与性质,条件概率；,
随机事件和概率,ch14,第二节 概率的定义与性质,乘法公式、加法公式、全概率公式、贝叶斯公式,
随机事件和概率,ch14,第二节 概率的定义与性质,,古典概型概率计算；
随机事件和概率,ch14,第二节 概率的定义与性质,,几何概型概率计算；
随机事件和概率,ch14,第二节 概率的定义与性质,,条件概率的计算；
随机事件和概率,ch14,第二节 概率的定义与性质,,加法公式、乘法公式的应用；
随机事件和概率,ch14,第二节 概率的定义与性质,,全概率公式与贝叶斯公式的应用；
随机事件和概率,ch14,第二节 概率的定义与性质,,古典概型中的排列组合综合应用；
随机事件和概率,ch14,第二节 概率的定义与性质,,几何概型中多维空间的概率计算；
随机事件和概率,ch14,第二节 概率的定义与性质,,全概率公式的多阶段问题应用；
随机事件和概率,ch14,第二节 概率的定义与性质,,贝叶斯公式在决策问题中的应用；
随机事件和概率,ch14,第二节 概率的定义与性质,,概率的不等式应用（如单调性、有界性）
随机事件和概率,ch14,第三节 事件的独立性,事件独立性的概念；,
随机事件和概率,ch14,第三节 事件的独立性,独立事件的性质；,
随机事件和概率,ch14,第三节 事件的独立性,伯努利概型,
随机事件和概率,ch14,第三节 事件的独立性,,事件独立性的判断；
随机事件和概率,ch14,第三节 事件的独立性,,独立事件概率的计算；
随机事件和概率,ch14,第三节 事件的独立性,,伯努利概型的概率计算；
随机事件和概率,ch14,第三节 事件的独立性,,多个事件独立性的判断；
随机事件和概率,ch14,第三节 事件的独立性,,独立重复试验的综合问题；
随机事件和概率,ch14,第三节 事件的独立性,,伯努利概型中最可能成功次数的求解；
随机事件和概率,ch14,第三节 事件的独立性,,独立性与互斥性的关系辨析
随机变量及其分布,ch15,第一节 随机变量的概念与分布函数,随机变量的概念；,
随机变量及其分布,ch15,第一节 随机变量的概念与分布函数,分布函数的概念与性质；,
随机变量及其分布,ch15,第一节 随机变量的概念与分布函数,分布函数的计算,
随机变量及其分布,ch15,第一节 随机变量的概念与分布函数,,分布函数的性质应用；
随机变量及其分布,ch15,第一节 随机变量的概念与分布函数,,利用分布函数求概率；
随机变量及其分布,ch15,第一节 随机变量的概念与分布函数,,分布函数的判定（验证是否满足性质）；
随机变量及其分布,ch15,第一节 随机变量的概念与分布函数,,含参数分布函数的求解与讨论；
随机变量及其分布,ch15,第一节 随机变量的概念与分布函数,,分布函数与随机变量类型的关系判断
随机变量及其分布,ch15,第二节 离散型随机变量,离散型随机变量的分布律；,
随机变量及其分布,ch15,第二节 离散型随机变量,常见离散型分布（0-1分布、二项分布、泊松分布、几何分布、超几何分布）；,
随机变量及其分布,ch15,第二节 离散型随机变量,分布律与分布函数的关系,
随机变量及其分布,ch15,第二节 离散型随机变量,,离散型随机变量分布律的求解与验证；
随机变量及其分布,ch15,第二节 离散型随机变量,,常见离散型分布的概率计算；
随机变量及其分布,ch15,第二节 离散型随机变量,,由分布律求分布函数；
随机变量及其分布,ch15,第二节 离散型随机变量,,含参数离散型随机变量的分布律求解；
随机变量及其分布,ch15,第二节 离散型随机变量,,离散型随机变量函数的分布求解；
随机变量及其分布,ch15,第二节 离散型随机变量,,常见离散型分布的应用问题（如二项分布的次数计算）；
随机变量及其分布,ch15,第二节 离散型随机变量,,离散型随机变量的期望与方差结合计算
随机变量及其分布,ch15,第三节 连续型随机变量,连续型随机变量的概率密度；,
随机变量及其分布,ch15,第三节 连续型随机变量,概率密度与分布函数的关系；,
随机变量及其分布,ch15,第三节 连续型随机变量,常见连续型分布（均匀分布、指数分布、正态分布）；,
随机变量及其分布,ch15,第三节 连续型随机变量,随机变量函数的分布,
随机变量及其分布,ch15,第三节 连续型随机变量,,连续型随机变量概率密度的性质应用；
随机变量及其分布,ch15,第三节 连续型随机变量,,常见连续型分布的概率计算；
随机变量及其分布,ch15,第三节 连续型随机变量,,由概率密度求分布函数；
随机变量及其分布,ch15,第三节 连续型随机变量,,随机变量函数的分布；
随机变量及其分布,ch15,第三节 连续型随机变量,,含参数连续型随机变量的概率密度求解；
随机变量及其分布,ch15,第三节 连续型随机变量,,连续型随机变量的期望与方差结合计算；
随机变量及其分布,ch15,第三节 连续型随机变量,,常见连续型分布的性质应用（如正态分布的对称性）；
随机变量及其分布,ch15,第三节 连续型随机变量,,连续型随机变量的分位数计算；
随机变量及其分布,ch15,第三节 连续型随机变量,,随机变量函数分布的综合问题（如分段函数）
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,二维随机变量的概念；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,联合分布函数；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,二维离散型随机变量的联合分布律；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,二维连续型随机变量的联合概率密度；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,二维随机变量的概念；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,联合分布函数；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,二维离散型随机变量的联合分布律；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,二维连续型随机变量的联合概率密度；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,边缘分布与条件分布；,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,二维均匀分布、二维正态分布的性质,
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,二维离散型随机变量联合分布律、边缘分布律的求解；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,二维连续型随机变量联合概率密度、边缘概率密度的求解；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,条件分布的计算（离散型、连续型）；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,联合分布函数的应用；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,含参数二维随机变量的联合分布求解；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,二维随机变量的联合分布与边缘分布的关系应用；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,二维连续型随机变量的联合分布函数与概率密度的转化；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,条件概率密度的性质应用；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,二维随机变量在特定区域内的概率计算；
多维随机变量及其分布,ch16,第一节 二维随机变量的联合分布,,二维均匀分布、二维正态分布的概率计算与性质应用
多维随机变量及其分布,ch16,第二节 随机变量的独立性,二维随机变量独立性的概念；,
多维随机变量及其分布,ch16,第二节 随机变量的独立性,独立性的判定条件（离散型、连续型）；,
多维随机变量及其分布,ch16,第二节 随机变量的独立性,独立随机变量的性质,
多维随机变量及其分布,ch16,第二节 随机变量的独立性,,二维随机变量独立性的判断；
多维随机变量及其分布,ch16,第二节 随机变量的独立性,,利用独立性计算概率；
多维随机变量及其分布,ch16,第二节 随机变量的独立性,,独立随机变量的性质应用；
多维随机变量及其分布,ch16,第二节 随机变量的独立性,,含参数二维随机变量的独立性判断；
多维随机变量及其分布,ch16,第二节 随机变量的独立性,,多个独立随机变量的联合分布求解；
多维随机变量及其分布,ch16,第二节 随机变量的独立性,,独立性与分布函数、概率密度的关系应用；
多维随机变量及其分布,ch16,第二节 随机变量的独立性,,独立随机变量函数的分布求解
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,二维离散型随机变量函数的分布；,
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,二维连续型随机变量函数的分布（和、差、积、商分布，卷积公式）,
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,,二维离散型随机变量函数的分布求解；
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,,二维连续型随机变量和分布的计算（卷积公式应用）；
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,,二维随机变量其他函数（积、商）分布的计算；
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,,二维随机变量最大值、最小值分布的求解；
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,,含参数二维随机变量函数的分布求解；
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,,独立二维随机变量函数的分布求解；
多维随机变量及其分布,ch16,第三节 二维随机变量函数的分布,,二维随机变量函数分布的综合应用（如概率计算）
随机变量的数字特征,ch17,第一节 数学期望,数学期望的概念；,
随机变量的数字特征,ch17,第一节 数学期望,数学期望的性质；,
随机变量的数字特征,ch17,第一节 数学期望,随机变量函数的数学期望；,
随机变量的数字特征,ch17,第一节 数学期望,常见分布的数学期望,
随机变量的数字特征,ch17,第一节 数学期望,,数学期望的计算（离散型、连续型）；
随机变量的数字特征,ch17,第一节 数学期望,,数学期望性质的应用；
随机变量的数字特征,ch17,第一节 数学期望,,随机变量函数的数学期望计算；
随机变量的数字特征,ch17,第一节 数学期望,,常见分布数学期望的应用；
随机变量的数字特征,ch17,第一节 数学期望,,二维随机变量的数学期望计算；
随机变量的数字特征,ch17,第一节 数学期望,,数学期望的不等式应用（如柯西-施瓦茨不等式）；
随机变量的数字特征,ch17,第一节 数学期望,,含参数随机变量的数学期望求解；
随机变量的数字特征,ch17,第一节 数学期望,,数学期望在实际问题中的应用（如收益期望）
随机变量的数字特征,ch17,第二节 方差与协方差,方差的概念与性质；,
随机变量的数字特征,ch17,第二节 方差与协方差,标准差；,
随机变量的数字特征,ch17,第二节 方差与协方差,协方差的概念与性质；,
随机变量的数字特征,ch17,第二节 方差与协方差,相关系数的概念与性质；,
随机变量的数字特征,ch17,第二节 方差与协方差,常见分布的方差；,
随机变量的数字特征,ch17,第二节 方差与协方差,矩、协方差矩阵,
随机变量的数字特征,ch17,第二节 方差与协方差,,方差的计算；
随机变量的数字特征,ch17,第二节 方差与协方差,,协方差与相关系数的计算；
随机变量的数字特征,ch17,第二节 方差与协方差,,相关系数的性质应用；
随机变量的数字特征,ch17,第二节 方差与协方差,,常见分布方差的应用；
随机变量的数字特征,ch17,第二节 方差与协方差,,二维随机变量的方差、协方差计算；
随机变量的数字特征,ch17,第二节 方差与协方差,,方差的性质综合应用（如独立变量方差可加性）；
随机变量的数字特征,ch17,第二节 方差与协方差,,相关系数与独立性的关系辨析；
随机变量的数字特征,ch17,第二节 方差与协方差,,含参数随机变量的方差、协方差求解；
随机变量的数字特征,ch17,第二节 方差与协方差,,协方差矩阵的计算与应用；
随机变量的数字特征,ch17,第二节 方差与协方差,,原点矩与中心矩的计算；
随机变量的数字特征,ch17,第二节 方差与协方差,,利用方差进行风险评估的应用问题
随机变量的数字特征,ch17,第二节 方差与协方差,,利用方差进行风险评估的应用问题
大数定律和中心极限定理,ch18,第一节 大数定律,切比雪夫不等式；,
大数定律和中心极限定理,ch18,第一节 大数定律,切比雪夫大数定律；,
大数定律和中心极限定理,ch18,第一节 大数定律,伯努利大数定律；,
大数定律和中心极限定理,ch18,第一节 大数定律,辛钦大数定律,
大数定律和中心极限定理,ch18,第一节 大数定律,,切比雪夫不等式的应用；
大数定律和中心极限定理,ch18,第一节 大数定律,,大数定律的理解与应用；
大数定律和中心极限定理,ch18,第一节 大数定律,,利用切比雪夫不等式估计概率；
大数定律和中心极限定理,ch18,第一节 大数定律,,大数定律在实际问题中的应用（如频率估计概率）；
大数定律和中心极限定理,ch18,第一节 大数定律,,切比雪夫大数定律的条件验证；
大数定律和中心极限定理,ch18,第一节 大数定律,,辛钦大数定律的应用（如样本均值估计期望）
大数定律和中心极限定理,ch18,第二节 中心极限定理,列维-林德伯格（Levy-Lindberg）中心极限定理（独立同分布中心极限定理）；,
大数定律和中心极限定理,ch18,第二节 中心极限定理,棣莫弗-拉普拉斯（De Moivre-Laplace）中心极限定理（二项分布以正态分布为极限分布）,
大数定律和中心极限定理,ch18,第二节 中心极限定理,,利用列维-林德伯格中心极限定理近似计算概率；
大数定律和中心极限定理,ch18,第二节 中心极限定理,,利用棣莫弗-拉普拉斯中心极限定理近似计算二项分布的概率；
大数定律和中心极限定理,ch18,第二节 中心极限定理,,中心极限定理的适用条件判断；
大数定律和中心极限定理,ch18,第二节 中心极限定理,,中心极限定理在实际问题中的应用（如抽样估计）；
大数定律和中心极限定理,ch18,第二节 中心极限定理,,多个独立随机变量和的概率近似计算；
大数定律和中心极限定理,ch18,第二节 中心极限定理,,中心极限定理与大数定律的综合应用
数理统计的基本概念,ch19,第一节 总体、个体与样本,总体与个体的概念；,
数理统计的基本概念,ch19,第一节 总体、个体与样本,样本的概念与样本空间；,
数理统计的基本概念,ch19,第一节 总体、个体与样本,简单随机样本的性质；,
数理统计的基本概念,ch19,第一节 总体、个体与样本,样本观测值与样本函数,
数理统计的基本概念,ch19,第一节 总体、个体与样本,,简单随机样本的判定与性质应用；
数理统计的基本概念,ch19,第一节 总体、个体与样本,,样本函数的构造与计算；
数理统计的基本概念,ch19,第一节 总体、个体与样本,,样本空间的确定；
数理统计的基本概念,ch19,第一节 总体、个体与样本,,样本均值、样本方差的初步计算；
数理统计的基本概念,ch19,第一节 总体、个体与样本,,简单随机样本的独立性应用；
数理统计的基本概念,ch19,第一节 总体、个体与样本,,样本观测值的整理与应用
数理统计的基本概念,ch19,第二节 统计量及其分布,统计量的概念；,
数理统计的基本概念,ch19,第二节 统计量及其分布,常用统计量（样本均值、样本方差、样本标准差、样本矩）；,
数理统计的基本概念,ch19,第二节 统计量及其分布,三大抽样分布（χ²分布、t分布、F分布）的概念与性质；,
数理统计的基本概念,ch19,第二节 统计量及其分布,正态总体下的抽样分布定理；,
数理统计的基本概念,ch19,第二节 统计量及其分布,经验分布函数,
数理统计的基本概念,ch19,第二节 统计量及其分布,,统计量的判定；
数理统计的基本概念,ch19,第二节 统计量及其分布,,样本均值、样本方差等常用统计量的计算；
数理统计的基本概念,ch19,第二节 统计量及其分布,,三大抽样分布的判定与性质应用；
数理统计的基本概念,ch19,第二节 统计量及其分布,,正态总体下抽样分布定理的应用；
数理统计的基本概念,ch19,第二节 统计量及其分布,,统计量的分布求解；
数理统计的基本概念,ch19,第二节 统计量及其分布,,三大抽样分布的分位数计算与应用；
数理统计的基本概念,ch19,第二节 统计量及其分布,,经验分布函数的构造与性质应用
参数估计,ch20,第一节 点估计,点估计的概念；,
参数估计,ch20,第一节 点估计,矩估计法；,
参数估计,ch20,第一节 点估计,最大似然估计法；,
参数估计,ch20,第一节 点估计,估计量的评选标准（无偏性、有效性、一致性）,
参数估计,ch20,第一节 点估计,,矩估计法求解参数估计量；
参数估计,ch20,第一节 点估计,,最大似然估计法求解参数估计量；
参数估计,ch20,第一节 点估计,,估计量无偏性、有效性的判定；
参数估计,ch20,第一节 点估计,,估计量一致性的判断
参数估计,ch20,第二节 区间估计,区间估计的概念；,
